Date | Gender | Post 
22-6-2005|m|true, but they are now producing a few gems that are being shown worldwide and even considered for Oscars, and no matter how crap the storylines thier production values are 1000% better than the Naija movies!!
22-6-2005|f|So there are now movies (cinemas) in 9ja. Why in hell would u pay 1500 naira to see a movie?? it's just 7 dollars here. (oh almost d same i guess). But anyways, i like the idea. I WANNA GO TO 9JA.
22-6-2005|m|$7!!!  boy I dey move go yankee o!  In jand the normal price is now about 6.50 and if it is the westend then nothing less than 10!!!
22-6-2005|f|$7!!!  boy I dey move go yankee o!  In jand the normal price is now about 6.50 and if it is the westend then nothing less than 10!!!  You are so welcome. Come and join us. lol
23-11-2005|m|I am a new member, and believe Silverbird had done a great deal by establishing a world class cinema in Nigeria. I wish more in your plans for better things. Please do always include Nigerian home video in your film schedule. Thanks
23-11-2005|m|Please do endeavour to slash the price a movie from the 1,500 to 1,000 and the 500 naira for the student can still remains. To the management of silverbird cinema. Thanks
04-12-2005|f|i think the prices are a bit high compared to the ones down here
08-12-2005|m|wen i went to nigeria earlier this yr i visited silver n to b honest i actually like wat i saw.
08-1-2006|m|a lot of people said the cinema is international standard. Good job! but i think it shouldn't be in only one city in nigeria. do u have to travel all the way from Ibadan / Abuja to watch movies? or is there more than one yet?
10-2-2006|f|i guess the price is kinda high. guess the money conversation is the problem. But when you convert it to dollars, it is about the same price over here. i
11-2-2006|f|I think Silverbird Cinema, being the main or only cinema in Nigeria, should show Nigerian movies, however bad they may be. They can help to improve the quality.  I've never visited because I live on the mainland and VI is far - the last time I was in VI, I spent 2 hours in the traffic jam going and 4 hours coming back. It is usually a whole day's affair so I can't go there just to watch a film. My neighbor went there sometime ago with his kids (they watched Shark Tale). He spent so much time in the traffic jam to and fro and had to spend a lot of money buying the kids snacks on the way. He said it was a great place but he wouldn't go through all that stress to watch a movie again.  I watched Shark Tale sometime later in my house and had the luxury of going back whenever I missed something.  Silverbird is a great place for those who live near or happen to be in the area, but for those who live far, I think it isn't worth the time and expenses. Once silverbird starts advertising/showing a film, u can be sure it is already on sale. So u can try buying the film and watching it in the comfort of your home instead: film- 300, popcorn- 30, coke- 120; total- 450.
31-5-2006|m|Silverbird isn't the only cinema in Nigeria and this should answer your question  'Its wrong to think that Silverbird Cinema is all about foreign movies' Saturday, May 27, 2006  Established two years ago, the Sliverbird Cinema has proved to be a centre of movie excellence. It has succeeded in reviving the cinema culture in Lagos.  it has even gone further than this. Now, a movie buff can sit relaxedly and enjoy his favourite flick in a comfortable environment, with his wife and children in tow. How has it been in the last two years? Blockbuster spoke with Mr Jide Azumah, General Manager, Silverbird Galleria. Excerpts:  It has been a very long road in the last two years because there was no precedent. We had to set a precedent to match our own standard. We made sure from day one that we were not guided by the so-called Nigerian standard. The impression we are trying to create in this country is for people to get value for their money like when they visit a place like this in any part of the world.  Bold moves  The history of Silverbird is replete with bold moves. Silverbird has a track record of working in uncharted waters. When we started 25 years ago with music promotion we were told that we wanted to do what nobody had done before. As young boys, we all grew up going to the cinema. We still have fond memories of the cinema. Now, it is a big shame that the only time we can enjoy good movies is when we travel outside Nigeria. For this reason, my chairman (Ben Bruce) decided to bring back the cinema culture. Today, there is a place a family can go for relaxation and that is the Silverbird Cinema. We have created an environment that we used to enjoy when we were growing up.  Silverbird Cinema and foreign movies  It is wrong for people to think that Silverbird Cinema is all about foreign movies. We are a 35mm cinema exhibition outfit. Nollywood does not shoot movies on celluloid. But what we have done is to invest on digital projectors to accommodate Nollywood movies that are converted to DVDs. Now, I am glad that a movie has just been produced on celluloid in Nigeria. It is entitled Amazing Grace. We are looking forward to exhibiting the film.  Challenges  The number one challenge is that we have done what nobody has done. So, we had to set the pace. The fact that people are not used to this is also a problem. It is quite demanding to train people. But I am very proud that we are the first service company fully in the hands of Nigerians. This I believe is an achievement. It is very challenging to get people to act properly within an environment such as this.  Management style  It is simple. My style is leadership by example. There is nothing I ask my staff to do that I cannot do. I am here 18 hrs a day almost throughout the week. When I get to the office at 6.30am, I may not leave until 10 or 11pm. My staff is also committed. It is not just telling people to do it but showing them how to do it.  Motivation  Success motivates me. They say nothing succeeds like success. I must excel in everything that I do. Failure is an anathema. It doesnt exist in my dictionary. I thank God that today I have succeeded in all the tasks placed before me.  Expansion plans  We are building a Galleria in Abuja. We now have two centres. Within the next 2 years we will be in Bayelsa, Port Harcourt and precisely in Ikeja, Lagos.  Source- 
